Locality,Interior_SqFt,Distance_To_Main_Road,Num_Bedrooms,Num_Bathrooms,Total_Rooms,Sale_Condition,Parking_Facility,Building_Type,Utilities_Available,Street_Type,Zoning_Type,Quality_Score_Rooms,Quality_Score_Bathroom,Quality_Score_Bedroom,Quality_Score_Overall,Registration_Fee,Commission,Sale_Price,Sale_Year,Build_Year,Building_Age
KK Nagar,1507,54,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3,4,3,3,636313,243694,13538580,2008,1989,19
KK Nagar,1499,89,2,1,4,Family,No,House,AllPub,Gravel,RH,2,3,4,3,372805,186403,8876320,2011,2005,6
KK Nagar,1526,64,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4,3,4,4,518512,327481,13645040,2012,1990,22
Anna Nagar,1855,82,2,1,5,Ab Normal,Yes,Commercial,NoSeWa,Paved,RH,3,2,4,3,839848,188966,20996200,2009,1999,10
Karapakkam,1627,39,2,2,4,Normal Sale,Yes,Others,AllPub,Paved,RH,4,4,2,3,308418,99782,9071125,2011,1981,30
Velachery,1846,28,3,2,5,Ab Normal,No,House,AllPub,Gravel,RM,3,3,2,3,378554,129790,10815830,2009,1970,39
KK Nagar,2019,65,3,2,5,Ab Normal,Yes,Others,NoSeWa,Paved,RM,3,3,3,3,601718,230445,12802500,2010,1994,16
Karapakkam,1578,153,2,2,4,Normal Sale,Yes,Others,AllPub,Gravel,I,4,4,3,3,295508,238313,9532500,2011,1998,13
Velachery,1780,115,2,1,4,Family,Yes,Commercial,NoSeWa,No Access,C,2,4,2,3,453788,173507,13346700,2008,1983,25
Karapakkam,662,148,1,1,2,Partial,No,Commercial,NoSeWa,No Access,C,4,3,2,3,143765,65348,4356500,2011,1973,38
Chrompet,1005,17,1,1,3,Family,No,Commercial,NoSeWa,Gravel,RL,2,2,4,3,355456,183857,12257100,2010,1984,26
Karapakkam,839,102,1,1,2,Partial,No,House,NoSeWa,Paved,C,4,4,2,3,192724,49206,4100500,2010,1990,20
Anna Nagar,1698,76,1,1,4,Partial,No,House,AllPub,No Access,RM,4,4,4,4,403460,80692,11527430,2008,1974,34
Adyar,878,16,1,1,3,Partial,Yes,House,NoSeWa,Paved,A,5,3,5,4,225847,6453,6452785,2008,1989,19
Chrompet,835,77,1,1,3,Partial,Yes,House,AllPub,Paved,RM,3,4,3,3,227738,33739,8434750,2008,1971,37
Chrompet,911,84,1,1,3,Partial,Yes,Others,AllPub,No Access,RH,3,3,2,3,245118,37139,7427820,2011,1978,33
Velachery,1796,176,2,1,4,AdjLand,Yes,House,AllPub,No Access,RH,4,2,3,3,318687,118370,9105350,2006,1956,50
Karapakkam,1004,182,1,1,3,AdjLand,No,Others,AllPub,No Access,C,4,3,3,3,193582,75544,4721500,2009,1981,28
Anna Nagar,1694,86,1,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,2,2,2,2,377250,213775,12575010,2009,1982,27
Karapakkam,1244,50,1,1,3,Ab Normal,Yes,Others,AllPub,Gravel,I,2,2,2,2,246535,143150,7952750,2011,1980,31
Karapakkam,588,163,1,1,2,Partial,No,Others,AllPub,Paved,RL,4,4,3,4,228220,57055,5705500,2010,1986,24
KK Nagar,2342,69,4,2,6,AdjLand,Yes,House,NoSeWa,Paved,RL,4,3,2,3,567545,180582,12898740,2011,2004,7
Velachery,1835,88,3,2,5,Normal Sale,No,Others,AllPub,Paved,RL,4,2,2,2,418181,182284,10722580,2007,1978,29
Anna Nagar,1977,84,2,1,5,Partial,Yes,House,AllPub,Gravel,RL,4,4,3,4,423089,211544,14102960,2007,1964,43
KK Nagar,1961,104,3,2,5,Ab Normal,Yes,Commercial,NoSeWa,Gravel,RM,2,2,3,2,792581,387484,17612900,2011,1996,15
Velachery,1517,82,2,1,4,Normal Sale,Yes,House,NoSeWa,No Access,A,3,3,3,3,257288,85763,7146890,2004,1992,12
KK Nagar,2409,103,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RL,4,4,2,3,606442,242577,13476480,2009,1984,25
Velachery,1864,187,3,2,5,Partial,No,Commercial,AllPub,Gravel,RH,3,4,2,3,528520,181207,15100560,2005,1982,23
Velachery,1643,52,2,1,4,Family,Yes,Commercial,AllPub,Paved,RM,4,3,2,3,577164,249584,15599020,2008,1977,31
Adyar,1015,76,1,1,3,Family,Yes,Commercial,NoSeWa,No Access,C,4,2,2,2,370412,112246,11224620,2012,2004,8
Anna Nagar,1700,135,1,1,4,Normal Sale,Yes,Others,NoSeWa,No Access,RH,4,2,2,3,424219,174679,12477040,2009,1977,32
Karapakkam,624,34,1,1,2,Family,No,Commercial,AllPub,No Access,C,4,3,3,3,202228,92321,4396250,2010,1979,31
Chrompet,980,84,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RL,3,3,4,3,380824,130908,11900750,2008,1991,17
Karapakkam,1003,196,1,1,3,Ab Normal,Yes,Commercial,NoSeWa,Gravel,RH,2,4,4,3,373330,161440,10090000,2010,1990,20
Adyar,1072,66,1,1,3,Family,Yes,House,NoSeWa,No Access,A,2,2,2,2,264308,33038,6607690,2009,2003,6
Karapakkam,808,119,1,1,2,AdjLand,No,House,NoSeWa,Gravel,C,3,2,3,2,161577,90293,4752250,2010,1975,35
Chrompet,1027,131,1,1,3,Normal Sale,No,House,AllPub,Paved,RH,2,3,3,3,215799,44648,7441350,2011,1990,21
Karapakkam,696,84,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RL,3,2,3,3,212561,77295,6441250,2010,1999,11
Velachery,1716,86,2,1,4,Family,Yes,House,AllPub,Paved,RL,2,3,2,2,414394,155398,10359860,2010,2002,8
Velachery,1878,18,3,2,5,Family,No,Commercial,AllPub,Paved,C,5,2,4,3,573149,257917,14328720,2011,2005,6
KK Nagar,1699,98,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,4,2,2,3,457764,125885,11444100,2011,1995,16
KK Nagar,1626,188,2,1,4,Ab Normal,No,House,AllPub,Paved,RM,2,3,2,3,348490,135524,9680280,2012,1988,24
KK Nagar,1730,200,2,1,4,Normal Sale,No,Commercial,NoSeWa,Gravel,RL,2,3,3,3,589574,235830,14739360,2008,1990,18
Chrompet,996,78,1,1,3,Family,No,Others,AllPub,Gravel,RL,4,4,2,3,295007,151974,8939620,2007,1985,22
Chrompet,1277,111,2,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,4,3,3,3,518443,47131,15710400,2014,1998,16
Chrompet,906,64,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RH,3,2,2,2,327251,30680,10226600,2013,1981,32
Anna Nagar,1976,112,2,1,5,Partial,No,House,NoSeWa,Paved,RL,5,2,2,3,369002,110700,12300050,2011,1972,39
Velachery,1776,120,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,4,2,3,3,319653,89903,9989170,2010,1989,21
Karapakkam,1402,112,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,I,3,3,5,4,257761,111464,6966500,2011,1981,30
Chrompet,1160,138,1,1,3,AdjLand,Yes,Others,AllPub,No Access,RH,4,3,2,3,255525,104103,9463900,2008,1978,30
Velachery,1957,134,3,2,5,Normal Sale,Yes,Commercial,AllPub,No Access,I,4,3,3,3,547180,243191,15199450,2006,1981,25
T Nagar,1887,48,2,1,5,AdjLand,No,Commercial,NoSeWa,No Access,RL,2,2,3,2,573985,348491,20499450,2012,1992,20
Velachery,1859,142,3,2,5,Normal Sale,Yes,House,AllPub,Paved,RH,4,4,4,4,297756,138953,9925210,2008,1960,48
Chrompet,747,168,1,1,2,Family,Yes,Commercial,AllPub,No Access,RM,4,2,2,3,336707,157130,11223550,2006,2001,5
Adyar,985,159,1,1,3,Partial,Yes,House,NoSeWa,Paved,C,3,2,2,2,265662,44277,7379505,2009,2002,7
Chrompet,1024,77,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,RH,3,3,2,3,302285,108823,12091400,2012,1996,16
Velachery,1600,148,2,1,4,Family,Yes,Others,AllPub,Paved,RL,2,3,4,3,315906,94772,10530200,2009,1984,25
Chrompet,1276,141,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,3,2,3,3,316936,163270,9604120,2013,1977,36
Chrompet,1159,90,1,1,3,Family,Yes,House,AllPub,Gravel,RH,4,3,2,3,253758,108754,9062800,2010,1974,36
Karapakkam,1024,142,1,1,3,Ab Normal,Yes,House,NoSeWa,No Access,C,3,3,4,3,166198,94970,4748500,2012,1962,50
Adyar,1249,93,2,2,4,AdjLand,No,Commercial,NoSeWa,Paved,A,3,2,4,3,417195,176992,12642285,2010,1991,19
Chrompet,839,175,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2,4,3,3,255008,72859,9107430,2010,1994,16
Chrompet,1286,105,2,1,4,Ab Normal,No,House,AllPub,No Access,RM,2,2,4,3,292906,118993,9153300,2007,1973,34
KK Nagar,2467,69,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,3,3,2,2,581942,139160,12650920,2011,1995,16
Karapakkam,653,121,1,1,2,AdjLand,No,Commercial,AllPub,No Access,RM,2,3,5,3,297775,160340,7635250,2010,1995,15
Karapakkam,606,4,1,1,2,Family,Yes,Others,NoSeWa,Gravel,RM,2,3,3,3,353430,117810,7854000,2010,1993,17
T Nagar,1837,81,2,1,5,AdjLand,Yes,House,AllPub,No Access,RL,4,4,4,4,488298,105578,13197230,2007,1978,29
Velachery,1880,95,3,2,5,Family,Yes,Commercial,NoSeWa,No Access,C,3,3,4,3,437429,109357,13669670,2011,1965,46
KK Nagar,2189,1,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2,4,4,3,547496,456247,18249860,2011,1988,23
Velachery,1853,123,3,2,5,AdjLand,Yes,Commercial,NoSeWa,Paved,C,2,4,4,3,588293,279439,14707330,2007,1958,49
Chrompet,1057,200,1,1,3,Normal Sale,No,Others,AllPub,Paved,RL,4,3,2,3,228621,27435,9144840,2014,1997,17
Adyar,723,49,1,1,2,Family,No,Commercial,AllPub,Gravel,RM,3,3,3,3,329098,142609,10969920,2007,1979,28
T Nagar,1812,100,2,1,5,Family,No,Others,AllPub,No Access,RL,2,2,4,3,440951,232724,12248640,2010,1966,44
T Nagar,1788,145,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RL,4,3,5,4,426755,156477,14225180,2008,1991,17
Velachery,1615,31,2,1,4,Ab Normal,No,House,AllPub,Paved,I,4,4,4,4,288694,128308,8019280,2004,1985,19
Anna Nagar,1755,85,1,1,4,AdjLand,No,House,NoSeWa,No Access,RL,3,4,2,3,308078,182565,11410310,2014,1971,43
Adyar,1296,25,2,2,4,Family,No,House,AllPub,No Access,RM,3,4,4,4,338320,49753,9950600,2008,1988,20
KK Nagar,1554,18,2,1,4,Ab Normal,Yes,House,NoSeWa,Paved,RL,2,2,3,3,479055,229547,9980320,2010,2004,6
Anna Nagar,1737,71,1,1,4,AdjLand,Yes,House,AllPub,Gravel,RL,4,3,4,4,385905,214392,14292780,2014,2005,9
Karapakkam,785,116,1,1,2,Family,Yes,Others,AllPub,No Access,I,4,2,3,3,207104,86293,5752875,2009,1997,12
Karapakkam,1678,70,2,2,4,Partial,Yes,Commercial,NoSeWa,Gravel,C,3,2,4,3,475330,202015,11883250,2011,1976,35
KK Nagar,2360,171,4,2,6,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,2,3,4,3,693566,495405,19816180,2011,2002,9
KK Nagar,1464,2,2,1,4,Family,Yes,Others,NoSeWa,Paved,RH,4,4,3,3,394575,131525,9394640,2010,1982,28
KK Nagar,1632,156,2,1,4,Partial,Yes,Others,AllPub,Gravel,RH,2,4,2,3,514815,262661,10506420,2011,1992,19
Velachery,1755,103,2,1,4,Ab Normal,Yes,Others,AllPub,No Access,C,2,3,4,3,332987,61340,8762820,2006,1980,26
Velachery,1556,105,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,4,2,4,3,289791,130873,9348100,2009,1989,20
Adyar,1170,120,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RH,3,3,4,3,337985,18269,9134740,2011,1975,36
Adyar,901,106,1,1,3,Partial,No,Others,AllPub,Gravel,I,4,4,4,4,267514,84076,7643255,2006,1969,37
Karapakkam,1160,184,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,4,4,2,3,426540,222156,8886250,2009,1990,19
Karapakkam,1570,170,2,2,4,Family,Yes,House,NoSeWa,No Access,A,3,5,3,3,243466,128140,6407000,2010,2002,8
Karapakkam,1476,167,2,2,4,Ab Normal,No,Commercial,NoSeWa,Paved,RL,4,3,4,4,576800,126896,11536000,2011,1979,32
Karapakkam,586,190,1,1,2,Family,Yes,Others,AllPub,Paved,I,4,2,2,3,255984,85328,5333000,2012,1993,19
Karapakkam,1059,110,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3,3,4,4,306121,188382,7849250,2010,1977,33
T Nagar,1712,1,1,1,4,Ab Normal,Yes,House,NoSeWa,Gravel,RL,3,4,3,3,372538,262157,13797720,2011,2005,6
Adyar,847,7,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,2,2,2,2,284707,14985,7492300,2007,1968,39
Karapakkam,1192,152,1,1,3,Family,No,House,NoSeWa,No Access,I,4,4,3,4,235059,101503,5342250,2011,1988,23
Velachery,1942,126,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,4,3,2,3,583655,324253,16212650,2006,1981,25
Karapakkam,557,105,1,1,2,Family,Yes,Others,AllPub,No Access,I,4,3,2,3,183695,94203,4710125,2009,1992,17
Velachery,1728,123,2,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,I,4,2,2,3,461853,283071,14898480,2009,1990,19
Velachery,1798,23,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,3,3,4,3,511811,204725,17060380,2008,1979,29
Karapakkam,1497,24,2,2,4,Partial,Yes,House,AllPub,Gravel,A,4,3,4,4,311929,76249,6931750,2011,1976,35
Chrompet,1173,27,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,3,2,3,2,262285,24589,8196400,2009,1977,32
Anna Nagar,1640,198,1,1,4,Partial,Yes,Commercial,NoSeWa,No Access,RH,3,3,4,3,495731,318684,17704670,2013,1977,36
KK Nagar,1747,82,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,2,4,3,3,377464,161770,10784680,2009,1992,17
Karapakkam,1342,183,2,2,4,Ab Normal,Yes,Commercial,AllPub,No Access,I,4,2,2,3,287828,211074,9594250,2010,1967,43
T Nagar,2000,31,2,1,5,AdjLand,No,House,NoSeWa,No Access,RM,4,3,2,3,435100,95178,13596890,2007,1980,27
Velachery,1987,158,3,2,5,Family,No,Others,NoSeWa,Gravel,RH,3,3,2,3,423940,167345,11156320,2006,1995,11
Karapakkam,1567,2,2,2,4,Family,No,Others,AllPub,Gravel,C,4,2,4,3,247228,193147,7725875,2009,1992,17
Karapakkam,1188,187,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,2,4,3,3,373141,186571,9819500,2011,1977,34
Adyar,737,12,1,1,2,Family,No,House,NoSeWa,No Access,A,2,2,3,2,123814,54169,3869180,2010,1978,32
Karapakkam,785,63,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,C,2,5,2,2,251663,93642,5852625,2010,1997,13
KK Nagar,2078,13,3,2,5,Ab Normal,No,House,NoSeWa,Paved,RH,2,2,4,3,475144,106665,9696820,2011,1990,21
Adyar,647,45,1,1,2,Family,Yes,Commercial,AllPub,No Access,RH,2,4,4,3,373407,76596,9574550,2007,1997,10
Karapakkam,1171,111,1,1,3,AdjLand,Yes,Others,AllPub,No Access,A,4,4,2,3,256310,134258,6102625,2009,1993,16
KK Nagar,2435,124,4,2,6,Partial,Yes,Commercial,NoSeWa,Gravel,RM,2,4,4,3,850347,364434,20246360,2009,1991,18
Velachery,1805,29,3,2,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,2,4,5,4,643358,237027,16930470,2006,1990,16
Karapakkam,1145,38,1,1,3,Normal Sale,No,House,AllPub,Gravel,A,4,5,3,4,264492,82654,5510250,2009,1992,17
Karapakkam,971,15,1,1,3,Normal Sale,No,House,AllPub,Paved,RL,2,2,2,2,287342,156732,6530500,2011,1983,28
Karapakkam,1657,78,2,2,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RL,3,2,3,3,507356,223237,10147125,2009,1970,39
Velachery,1638,16,2,1,4,AdjLand,Yes,House,NoSeWa,No Access,RH,4,3,4,3,300883,116471,9705900,2007,2002,5
Adyar,1284,141,2,2,4,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3,2,4,3,531547,225505,16107475,2010,2005,5
Adyar,1273,66,2,2,4,Ab Normal,No,Others,AllPub,No Access,A,2,3,3,3,231002,96872,7451690,2011,2005,6
Chrompet,1185,188,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,RL,3,3,3,3,264238,111793,10163000,2013,1993,20
T Nagar,1538,161,1,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RL,4,3,3,3,678193,368162,19376950,2009,2004,5
KK Nagar,1929,84,3,2,5,Normal Sale,No,Others,AllPub,Paved,RH,4,2,3,3,447655,81392,10173980,2008,1978,30
KK Nagar,1656,30,2,1,4,Ab Normal,Yes,House,NoSeWa,Paved,RM,4,3,4,3,392764,163652,10910100,2011,1996,15
Adyar,1287,9,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,I,2,4,2,2,585531,135123,15013625,2010,1995,15
T Nagar,1749,118,1,1,4,Ab Normal,No,Others,NoSeWa,No Access,RH,3,2,4,3,374829,152274,11713410,2011,1979,32
Anna Nagar,1585,188,1,1,4,Family,No,Commercial,AllPub,No Access,RL,2,4,2,3,469335,104297,17382790,2012,1995,17
T Nagar,1962,180,2,1,5,Normal Sale,Yes,Others,NoSeWa,Paved,RM,4,3,3,4,412438,222082,15862990,2011,1977,34
KK Nagar,1425,106,2,1,4,Normal Sale,No,House,NoSeWa,Paved,RL,3,3,3,3,303705,69418,8677280,2009,1995,14
Karapakkam,884,11,1,1,2,Normal Sale,Yes,Commercial,NoSeWa,Paved,I,4,2,3,3,323018,132520,8282500,2010,1984,26
Chrompet,1052,159,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,RH,4,2,4,3,261582,103048,7926740,2014,2004,10
T Nagar,1756,12,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,5,5,3,4,483743,133029,12093570,2014,1983,31
Karapakkam,523,148,1,1,2,Ab Normal,Yes,House,AllPub,Gravel,RM,3,4,4,3,295600,118240,7390000,2011,1973,38
Velachery,1524,33,2,1,4,Family,Yes,Others,NoSeWa,Paved,RM,3,3,3,3,431078,187906,11053290,2010,1988,22
T Nagar,1949,137,2,1,5,Partial,Yes,Others,NoSeWa,No Access,RM,3,2,2,2,448413,216974,14464930,2013,1970,43
Chrompet,1263,61,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RL,4,3,2,3,276562,127644,10637010,2010,1988,22
KK Nagar,1917,106,3,2,5,Family,Yes,House,AllPub,Paved,RL,2,4,3,3,342425,276149,11045960,2009,1991,18
KK Nagar,1401,100,2,1,4,Partial,No,House,NoSeWa,Paved,RH,2,4,3,3,370510,148204,7410200,2009,1989,20
Chrompet,723,8,1,1,2,Family,No,Others,AllPub,Gravel,RM,2,4,5,3,242084,77813,8645860,2015,1998,17
T Nagar,1660,156,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RH,4,3,4,4,551420,249028,17787740,2008,1971,37
Chrompet,895,191,1,1,3,Partial,Yes,House,AllPub,Gravel,RH,3,4,3,3,255443,93662,8514750,2012,2007,5
Anna Nagar,1889,160,2,1,5,Partial,Yes,House,AllPub,Gravel,RM,3,2,2,2,387549,83046,13841050,2009,1964,45
Chrompet,1199,187,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RH,2,2,4,3,229015,27482,9160580,2010,1985,25
Karapakkam,782,95,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,I,3,3,3,3,319575,132507,7794500,2012,1998,14
Anna Nagar,1571,124,1,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,3,2,4,3,388396,64733,12946530,2012,1987,25
KK Nagar,1848,178,3,2,5,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,3,2,2,2,540032,381199,15883280,2011,1987,24
Chrompet,1131,64,1,1,3,AdjLand,Yes,Others,NoSeWa,No Access,RL,4,4,3,4,292600,121076,10089670,2010,1990,20
Karapakkam,1062,15,1,1,3,AdjLand,Yes,House,AllPub,No Access,A,4,2,4,3,170744,112051,5335750,2012,1991,21
KK Nagar,1983,148,3,2,5,AdjLand,Yes,House,AllPub,Paved,RM,2,4,2,2,485075,254664,12126880,2010,1986,24
Velachery,1572,1,2,1,4,AdjLand,No,House,NoSeWa,Gravel,C,2,4,2,3,285791,65324,8165450,2007,1987,20
Anna Nagar,1535,149,1,1,4,Family,No,Others,AllPub,Gravel,RH,3,3,4,3,298603,206725,11484740,2007,1975,32
T Nagar,1818,193,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,4,2,3,3,682767,154173,22024740,2007,1975,32
KK Nagar,1484,54,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RH,3,2,4,3,302902,224733,9771020,2011,1984,27
KK Nagar,2189,60,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RH,4,4,2,3,470803,253509,12071880,2009,1994,15
Chrompet,1203,171,2,1,4,Partial,No,Commercial,AllPub,No Access,RL,2,4,3,3,426543,219734,12925550,2014,1997,17
KK Nagar,1610,140,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,RM,2,2,4,3,677049,292362,15387480,2009,1985,24
Adyar,863,26,1,1,3,Ab Normal,Yes,House,NoSeWa,Paved,A,3,3,3,3,199110,59733,6637005,2010,2003,7
Karapakkam,985,61,1,1,3,Partial,No,Others,AllPub,Gravel,RL,2,4,2,2,238300,59575,7446875,2011,1991,20
Karapakkam,1623,47,2,2,4,Ab Normal,No,Commercial,AllPub,Paved,RH,4,2,4,3,489657,291463,11658500,2012,1974,38
Adyar,1019,153,1,1,3,Partial,No,House,AllPub,Gravel,C,3,3,3,3,213230,26654,6663435,2010,1981,29
Karapakkam,1575,4,2,2,4,Family,Yes,House,NoSeWa,Paved,RM,3,3,4,3,455136,227568,9894250,2010,2001,9
Chrompet,802,161,1,1,3,Ab Normal,No,Others,NoSeWa,No Access,RM,3,4,3,3,262960,47811,7968490,2007,1998,9
T Nagar,1846,190,2,1,5,Normal Sale,No,Others,NoSeWa,No Access,RH,2,2,5,3,446535,173653,12403760,2007,1973,34
Chrompet,759,131,1,1,2,AdjLand,No,Others,AllPub,Paved,RL,4,4,3,3,252628,57045,8149280,2011,1996,15
KK Nagar,2060,159,3,2,5,Ab Normal,No,Commercial,NoSeWa,Paved,RL,3,3,4,3,704554,352277,16012600,2011,1981,30
KK Nagar,1503,183,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4,4,3,3,478205,244663,11121040,2012,1993,19
Velachery,1853,17,3,2,5,Partial,Yes,House,NoSeWa,No Access,RL,4,4,2,3,302791,75698,9462230,2010,1961,49
T Nagar,1739,16,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,4,4,4,4,675760,286686,20477590,2012,1975,37
Karapakkam,766,38,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,4,2,2,2,271421,105066,8755500,2010,1960,50
Chrompet,857,27,1,1,3,Ab Normal,Yes,Others,AllPub,No Access,RL,3,2,4,3,279562,127074,8471590,2007,1981,26
T Nagar,1887,108,2,1,5,Partial,No,House,AllPub,Gravel,RM,3,4,2,3,325601,234433,13024030,2013,1974,39
Karapakkam,1502,98,2,2,4,Normal Sale,No,House,NoSeWa,No Access,RM,2,2,2,2,361471,147875,8215250,2011,2004,7
Velachery,1568,109,2,1,4,Family,No,Others,NoSeWa,No Access,A,3,2,4,3,235388,114513,6361850,2009,1979,30
Chrompet,918,190,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RM,3,2,4,3,327879,32788,10929300,2007,1985,22
Adyar,1289,70,2,2,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,3,3,2,2,512208,87807,14634500,2009,1969,40
KK Nagar,1941,34,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3,3,3,3,550279,220112,12228420,2010,1990,20
Velachery,1730,146,2,1,4,Ab Normal,Yes,Others,NoSeWa,No Access,RL,2,4,2,3,409282,157416,10494410,2006,1983,23
Velachery,1513,128,2,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,A,2,3,4,3,494026,86454,12350640,2004,1977,27
Velachery,1762,142,2,1,4,Family,Yes,House,NoSeWa,No Access,RH,2,2,4,3,308417,63498,9071080,2006,1982,24
Anna Nagar,1970,65,2,1,5,Partial,Yes,House,AllPub,No Access,RH,2,4,3,3,361076,112058,12450910,2012,1979,33
Velachery,1702,129,2,1,4,Ab Normal,No,Commercial,NoSeWa,No Access,I,4,2,2,2,476800,207836,12225650,2010,1965,45
Velachery,1726,19,2,1,4,Partial,No,House,NoSeWa,No Access,C,2,3,3,3,217748,122484,6804640,2004,1983,21
Chrompet,1243,164,2,1,4,Family,Yes,Commercial,NoSeWa,Gravel,RL,2,3,4,3,433864,108466,15495150,2013,2004,9
Velachery,1550,53,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,A,3,2,3,2,435984,236677,12456680,2004,1990,14
KK Nagar,1830,123,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,3,2,3,2,636179,342558,16312280,2010,1996,14
Karapakkam,1435,76,2,2,4,Ab Normal,Yes,House,NoSeWa,Gravel,RM,3,3,4,4,341364,195065,9753250,2011,1978,33
Velachery,1729,105,2,1,4,Partial,Yes,Others,AllPub,Paved,RH,4,4,2,3,350782,116927,10629750,2010,2005,5
T Nagar,1572,113,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,2,2,4,3,807919,207159,20715860,2007,1989,18
Chrompet,1145,74,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,4,2,2,3,386024,185864,14297200,2011,1995,16
Chrompet,1043,143,1,1,3,Ab Normal,Yes,Others,AllPub,No Access,RH,3,3,2,3,224570,66539,8317410,2014,1984,30
Karapakkam,1332,137,1,1,3,Normal Sale,No,Others,NoSeWa,Paved,RM,3,3,4,3,346983,140446,8261500,2009,1965,44
Karapakkam,608,41,1,1,2,Family,Yes,Commercial,AllPub,No Access,I,4,3,2,3,229631,99300,6206250,2011,1996,15
Adyar,676,67,1,1,2,Partial,Yes,Commercial,NoSeWa,No Access,I,3,2,2,2,319218,16801,8400465,2011,1980,31
Velachery,1685,175,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3,3,5,4,355338,177669,11104320,2010,1974,36
Adyar,658,175,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,C,3,4,3,3,237272,36503,6083885,2007,1968,39
Chrompet,1008,99,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RL,5,4,3,4,247412,106034,8836160,2007,1975,32
Anna Nagar,1924,36,2,1,5,Family,No,Others,AllPub,No Access,RM,3,2,5,3,463081,95340,13620040,2010,1979,31
KK Nagar,2112,77,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,RH,2,3,2,2,804310,351886,16756460,2009,1996,13
Chrompet,917,177,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,2,2,4,3,321029,95120,11889950,2009,1972,37
Karapakkam,1353,20,2,2,4,Ab Normal,Yes,Others,AllPub,No Access,RL,3,2,2,3,291512,77165,8573875,2010,2002,8
Anna Nagar,1694,161,1,1,4,Ab Normal,Yes,Others,AllPub,Paved,RL,4,2,3,3,548144,154605,14054970,2010,1990,20
